09:04:03.837 [Thread-0] INFO  c.browserstack.utils.LogReportingAPI - Visit https://observability.browserstack.com/builds/ld3vewooqh8pntmydowqwew3sclqyc8xdeh3bqtp to view build report, insights, and many more debugging information all at one place!

09:04:03.837 [Thread-0] INFO  c.b.config.BrowserStackConfig - INFO
09:04:09.121 [Thread-0] INFO  c.browserstack.utils.UtilityMethods - View build on BrowserStack dashboard: https://automate.browserstack.com/dashboard/v2/builds/8970e9e1248b3053f6fdbc151e1cbe76da666d1d
09:04:09.121 [Thread-0] INFO  c.b.config.BrowserStackConfig - INFO
09:04:33.135 [main] INFO  c.browserstack.BrowserStackJavaAgent - Selenium version detected - 4.26.0
09:04:33.149 [main] INFO  c.browserstack.BrowserStackJavaAgent - Appium version detected - 
09:04:33.345 [main] DEBUG c.b.config.BrowserStackConfig - Cli Config passed - {basedir=C\:\\Users\\harishkannan.sukumar\\IdeaProjects\\ContinousIntegration, idea.version=2024.1.4, user.dir=C\:\\Users\\harishkannan.sukumar\\IdeaProjects\\ContinousIntegration, localrepository=C\:\\Users\\harishkannan.sukumar\\.m2\\repository}
09:04:33.346 [main] INFO  c.browserstack.utils.UtilityMethods - BrowserStack Yml Detected : C:\Users\harishkannan.sukumar\IdeaProjects\ContinousIntegration\browserstack.yml
09:04:33.396 [main] INFO  c.b.config.BrowserStackConfig - Detected Framework testng
09:04:33.407 [main] INFO  c.b.config.BrowserStackConfig - Setting value of testObservability as specified in your browserstack.yml to true
09:04:33.677 [main] INFO  c.browserstack.BrowserStackJavaAgent - Framework set to testng
09:04:37.298 [main] INFO  c.browserstack.BrowserStackJavaAgent - Project and debug logs are captured by default. To disable, set disableAutoCaptureLogs: true in config.
09:04:39.419 [main] INFO  c.browserstack.BrowserStackJavaAgent - Starting BrowserStack Local......
09:04:44.700 [main] INFO  com.browserstack.LocalFactory - BrowserStack Local Started Successfully.
10:32:48.023 [main] INFO  c.browserstack.BrowserStackJavaAgent - Selenium version detected - 4.26.0
10:32:48.027 [main] INFO  c.browserstack.BrowserStackJavaAgent - Appium version detected - 
10:32:48.191 [main] DEBUG c.b.config.BrowserStackConfig - Cli Config passed - {basedir=C\:\\Users\\harishkannan.sukumar\\IdeaProjects\\ContinousIntegration, idea.version=2024.1.4, user.dir=C\:\\Users\\harishkannan.sukumar\\IdeaProjects\\ContinousIntegration, localrepository=C\:\\Users\\harishkannan.sukumar\\.m2\\repository}
10:32:48.192 [main] INFO  c.browserstack.utils.UtilityMethods - BrowserStack Yml Detected : C:\Users\harishkannan.sukumar\IdeaProjects\ContinousIntegration\browserstack.yml
10:32:48.242 [main] INFO  c.b.config.BrowserStackConfig - Detected Framework testng
10:32:48.248 [main] INFO  c.b.config.BrowserStackConfig - Setting value of testObservability as specified in your browserstack.yml to true
10:32:48.467 [main] INFO  c.browserstack.BrowserStackJavaAgent - Framework set to testng
10:32:51.459 [main] INFO  c.browserstack.BrowserStackJavaAgent - Project and debug logs are captured by default. To disable, set disableAutoCaptureLogs: true in config.
10:32:52.841 [main] INFO  c.browserstack.BrowserStackJavaAgent - Starting BrowserStack Local......
10:32:59.150 [main] INFO  com.browserstack.LocalFactory - BrowserStack Local Started Successfully.
10:35:35.446 [Thread-0] INFO  c.browserstack.utils.LogReportingAPI - Visit https://observability.browserstack.com/builds/ff5rzdk5mjh2vyxiydzelkfgk6iwndpccnbewzeo to view build report, insights, and many more debugging information all at one place!

10:35:35.446 [Thread-0] INFO  c.b.config.BrowserStackConfig - INFO
10:35:40.619 [Thread-0] INFO  c.browserstack.utils.UtilityMethods - View build on BrowserStack dashboard: https://automate.browserstack.com/dashboard/v2/builds/5b4b69e0ff1d9d938a885f208960bababf9940e5
10:35:40.619 [Thread-0] INFO  c.b.config.BrowserStackConfig - INFO
